(* (- (* (cos a) (cos b)) (* (sin a) (sin b))) (+ (* (cos a) (cos b)) (* (sin a) (sin b))))	(- (pow (cos a) 2) (pow (sin b) 2))
(/ (sin (+ x y)) (* (cos x) (cos y)))	(+ (tan x) (tan y))
(/ (sin (- x y)) (* (cos x) (cos y)))	(- (tan x) (tan y))
(/ (sin (+ x y)) (* (sin x) (sin y)))	(+ (cot x) (cot y))
(/ (cos (- x y)) (* (cos x) (cos y)))	(+ 1 (* (tan x) (tan y)))
(/ (cos (+ x y)) (* (cos x) (cos y)))	(- 1 (* (tan x) (tan y)))
(/ (sin (- x y)) (* (sin x) (sin y)))	(- (cot y) (cot x))
(/ (cos (- x y)) (* (sin x) (sin y)))	(+ (* (cot x) (cot y)) 1)
(/ (cos (+ x y)) (* (sin x) (sin y)))	(- (* (cot x) (cot y)) 1)
(/ (- (tan a) (tan b)) (+ 1 (* (tan a) (tan b))))	(tan (- a b))
(/ (+ 1 (tan x)) (- 1 (tan x)))	(tan (+ x (/ pi 4)))
(/ (- 1 (tan x)) (+ 1 (tan x)))	(tan (- (/ pi 4) x))
(* (tan (+ (/ pi 4) x)) (tan (- (/ pi 4) x)))	1
(sin (- (/ pi 2) x))	(cos x)
(cos (- (/ pi 2) x))	(sin x)
(tan (- (/ pi 2) x))	(cot x)
(cot (- (/ pi 2) x))	(tan x)
(sec (- (/ pi 2) x))	(csc x)
(csc (- (/ pi 2) x))	(sec x)
(sin (+ (/ pi 2) x))	(cos x)
(cos (+ (/ pi 2) x))	(* -1 (sin x))
(tan (+ (/ pi 2) x))	(* -1 (cot x))
(cot (+ (/ pi 2) x))	(* -1 (tan x))
(sec (+ (/ pi 2) x))	(* -1 (csc x))
(csc (+ (/ pi 2) x))	(sec x)
(sin (- pi x))	(sin x)
(+ (cos (- pi x)) (cos x))	0
(+ (tan (- pi x)) (tan x))	0
(csc (- pi x))	(csc x)
(+ (sin (+ pi x)) (sin x))	0
(+ (cos (+ pi x)) (cos x))	0
(tan (+ pi x))	(tan x)
(cot (+ pi x))	(cot x)
(+ (sec (+ pi x)) (sec x))	0
(sin (- (* 2 pi) x))	(* -1 (sin x))
(cos (- (* 2 pi) x))	(cos x)
(tan (- (* 2 pi) x))	(* -1 (tan x))
(cot (- (* 2 pi) x))	(* -1 (cot x))
(sec (- (* 2 pi) x))	(sec x)
(csc (- (* 2 pi) x))	(* -1 (csc x))
(sin (+ x (* 2 pi)))	(sin x)
(cos (- x (* 2 pi)))	(cos x)
(tan (- x pi))	(tan x)
(sin (- (/ (* 3 pi) 2) x))	(* -1 (cos x))
(cos (- (/ (* 3 pi) 2) x))	(* -1 (sin x))
(sin (+ (/ (* 3 pi) 2) x))	(* -1 (cos x))
(cos (+ (/ (* 3 pi) 2) x))	(sin x)
(tan (- (/ (* 3 pi) 2) x))	(cot x)
(cot (+ (/ (* 3 pi) 2) x))	(* -1 (tan x))
(+ (sin (+ x (/ pi 3))) (sin (- x (/ pi 3))))	(sin x)
(+ (cos (+ x (/ pi 3))) (cos (- x (/ pi 3))))	(cos x)
(- (sin (+ x (/ pi 6))) (sin (- x (/ pi 6))))	(cos x)
(- (cos (- x (/ pi 6))) (cos (+ x (/ pi 6))))	(sin x)
(+ (sin (+ (/ pi 6) x)) (sin (- (/ pi 6) x)))	(cos x)
(+ (cos (+ (/ pi 3) x)) (cos (- (/ pi 3) x)))	(cos x)
(- (sin (+ (/ pi 3) x)) (sin (- (/ pi 3) x)))	(sin x)
(- (cos (- (/ pi 6) x)) (cos (+ (/ pi 6) x)))	(sin x)
(+ (sin (+ x (/ pi 6))) (cos (+ x (/ pi 3))))	(cos x)
(- (cos (+ (/ pi 6) x)) (sin (- (/ pi 3) x)))	0
(/ (+ (tan (/ pi 12)) (tan (/ pi 6))) (- 1 (* (tan (/ pi 12)) (tan (/ pi 6)))))	1
(+ (* (sin (/ pi 9)) (cos (/ pi 18))) (* (cos (/ pi 9)) (sin (/ pi 18))))	0.5
(- (* (cos (/ pi 4)) (cos (/ pi 12))) (* (sin (/ pi 4)) (sin (/ pi 12))))	0.5
(/ (- (sin (+ a b)) (sin (- a b))) (+ (cos (+ a b)) (cos (- a b))))	(tan b)
(/ (+ (sin (+ a b)) (sin (- a b))) (+ (cos (+ a b)) (cos (- a b))))	(tan a)
(/ (- (cos (- a b)) (cos (+ a b))) (+ (sin (+ a b)) (sin (- a b))))	(tan b)
(/ (* (sin (+ x y)) (sin (- x y))) (* (pow (cos x) 2) (pow (cos y) 2)))	(- (pow (tan x) 2) (pow (tan y) 2))
(/ (* (sin (+ a b)) (sin (- a b))) (* (pow (sin a) 2) (pow (sin b) 2)))	(- (pow (cot b) 2) (pow (cot a) 2))
(/ (sin (- (/ pi 2) x)) (cos (- (/ pi 2) x)))	(cot x)
(+ (sin (+ (/ pi 2) x)) (sin (- (/ pi 2) x)))	(* 2 (cos x))
(+ (cos (- pi x)) (cos (+ pi x)))	(* -2 (cos x))
(+ (sin (- pi x)) (sin (+ pi x)))	0
(* (sin x) (cos (- (/ pi 2) x)))	(pow (sin x) 2)
(* (sin x) (sec (- (/ pi 2) x)))	1
(* (tan (- (/ pi 2) x)) (tan x))	1
(* (tan x) (tan (- pi x)))	(* -1 (pow (tan x) 2))
(- (sin (+ A B)) (* (sin A) (cos B)))	(* (cos A) (sin B))
(- (cos (- A B)) (* (cos A) (cos B)))	(* (sin A) (sin B))
(- (* (cos A) (cos B)) (cos (+ A B)))	(* (sin A) (sin B))
(+ (* (sin (- x y)) (cos y)) (* (cos (- x y)) (sin y)))	(sin x)
(+ (* (cos (+ x y)) (cos y)) (* (sin (+ x y)) (sin y)))	(cos x)
(- (* (sin (+ x y)) (cos y)) (* (cos (+ x y)) (sin y)))	(sin x)
(- (* (cos (- x y)) (cos y)) (* (sin (- x y)) (sin y)))	(cos x)
(+ (* (sin (/ pi 3)) (cos x)) (* (cos (/ pi 3)) (sin x)))	(sin (+ x (/ pi 3)))
(+ (* (cos t) (cos (/ pi 4))) (* (sin t) (sin (/ pi 4))))	(cos (- t (/ pi 4)))
(- (* (sin a) (sin b)) (* (cos a) (cos b)))	(* -1 (cos (+ a b)))
(- (* (cos a) (sin b)) (* (sin a) (cos b)))	(sin (- b a))
(/ (- (* (cot a) (cot b)) 1) (+ (cot b) (cot a)))	(cot (+ a b))
(/ (+ (* (cot a) (cot b)) 1) (- (cot b) (cot a)))	(cot (- a b))
(+ (* (sin x) (cos (* 2 x))) (* (cos x) (sin (* 2 x))))	(sin (* 3 x))
(+ (* (cos (* 3 x)) (cos (* 2 x))) (* (sin (* 3 x)) (sin (* 2 x))))	(cos x)
(- (* (sin (* 3 x)) (cos x)) (* (cos (* 3 x)) (sin x)))	(sin (* 2 x))
(/ (+ (tan (* 2 x)) (tan x)) (- 1 (* (tan (* 2 x)) (tan x))))	(tan (* 3 x))
(+ (* (sin (* 2 x)) (cos (* 3 x))) (* (cos (* 2 x)) (sin (* 3 x))))	(sin (* 5 x))
(* (cos (- (/ pi 2) x)) (cot x))	(cos x)
(* (sin (+ pi x)) (sin (- pi x)))	(* -1 (pow (sin x) 2))
(* (cos (- pi x)) (cos (+ pi x)))	(pow (cos x) 2)
(/ 1 (- (* (cos x) (cos y)) (* (sin x) (sin y))))	(sec (+ x y))
(/ 1 (- (* (sin x) (cos y)) (* (cos x) (sin y))))	(csc (- x y))
(/ (sin (- A B)) (* (sin A) (cos B)))	(- 1 (* (cot A) (tan B)))
(/ (cos (+ A B)) (* (sin A) (cos B)))	(- (cot A) (tan B))
(/ (cos (- A B)) (* (sin A) (cos B)))	(+ (cot A) (tan B))
(/ (sin (+ A B)) (* (cos A) (sin B)))	(+ (* (tan A) (cot B)) 1)
(+ (/ (cos (+ a b)) (* (cos a) (cos b))) (* (tan a) (tan b)))	1
(+ (/ (sin (- a b)) (* (cos a) (cos b))) (tan b))	(tan a)
(/ (+ (tan a) (tan b)) (- (tan a) (tan b)))	(/ (sin (+ a b)) (sin (- a b)))
(+ (tan (+ (/ pi 4) x)) (tan (- (/ pi 4) x)))	(* 2 (sec (* 2 x)))
(- (tan (+ (/ pi 4) x)) (tan (- (/ pi 4) x)))	(* 2 (tan (* 2 x)))
(* (sin (- (/ pi 2) x)) (sin (+ (/ pi 2) x)))	(pow (cos x) 2)
(- (cos (- (/ pi 4) x)) (sin (+ (/ pi 4) x)))	0
(/ (sin (+ (/ pi 4) x)) (cos (- (/ pi 4) x)))	1
(- (tan (+ pi x)) (tan x))	0
(+ (pow (sin (- (/ pi 2) x)) 2) (pow (sin x) 2))	1
(- (* (cos (/ pi 7)) (cos (/ (* 2 pi) 7))) (* (sin (/ pi 7)) (sin (/ (* 2 pi) 7))))	(cos (/ (* 3 pi) 7))
(+ (cos (+ x y)) (* (sin x) (sin y)))	(* (cos x) (cos y))
(- (* (sin (* 2 x)) (cos x)) (* (cos (* 2 x)) (sin x)))	(sin x)
(- (* (cos (* 2 x)) (cos x)) (* (sin (* 2 x)) (sin x)))	(cos (* 3 x))
(/ (- 1 (cos (* 2 x))) (sin (* 2 x)))	(tan x)
(/ (sin (* 2 x)) (+ 1 (cos (* 2 x))))	(tan x)
(* (* 2 (sin x)) (cos x))	(sin (* 2 x))
(pow (- (sin A) (cos A)) 2)	(- 1 (sin (* 2 A)))
(* (* 2 (sin (* 2 x))) (cos (* 2 x)))	(sin (* 4 x))
(- (pow (cos (* 2 x)) 2) (pow (sin (* 2 x)) 2))	(cos (* 4 x))
(- 1 (* 2 (pow (sin (* 3 x)) 2)))	(cos (* 6 x))
(/ (- 1 (cos (* 2 t))) (+ 1 (cos (* 2 t))))	(pow (tan t) 2)
(- (/ 2 (sin (* 2 x))) (tan x))	(cot x)
(/ (* 2 (tan A)) (+ 1 (pow (tan A) 2)))	(sin (* 2 A))
(/ (- 1 (pow (tan x) 2)) (+ 1 (pow (tan x) 2)))	(cos (* 2 x))
(/ (cos (* 2 x)) (- (cos x) (sin x)))	(+ (cos x) (sin x))
(/ (- (sin (* 2 x)) (* 2 (sin x))) (* 2 (sin x)))	(- (cos x) 1)
(* (tan x) (+ 1 (cos (* 2 x))))	(sin (* 2 x))
(* (cot x) (- 1 (cos (* 2 x))))	(sin (* 2 x))
(- (/ (sin (* 3 x)) (sin x)) (/ (cos (* 3 x)) (cos x)))	2
(/ (+ (sin x) (sin (* 2 x))) (+ 1 (+ (cos x) (cos (* 2 x)))))	(tan x)
(- (* 3 (sin t)) (* 4 (pow (sin t) 3)))	(sin (* 3 t))
(- (* 4 (pow (cos t) 3)) (* 3 (cos t)))	(cos (* 3 t))
(/ (+ (sin (* 3 x)) (sin x)) (cos x))	(* 2 (sin (* 2 x)))
(/ (- (sin (* 3 x)) (sin x)) (cos (* 2 x)))	(* 2 (sin x))
(/ (+ (cos (* 3 x)) (cos x)) (cos (* 2 x)))	(* 2 (cos x))
(/ (- (cos x) (cos (* 3 x))) (sin (* 2 x)))	(* 2 (sin x))
(+ (/ (sin (* 3 x)) (sin x)) (/ (cos (* 3 x)) (cos x)))	(* 4 (cos (* 2 x)))
(/ (sin t) (+ 1 (cos t)))	(tan (/ t 2))
(- (csc u) (cot u))	(tan (/ u 2))
(+ (csc u) (cot u))	(cot (/ u 2))
(/ (- 1 (cos x)) (+ 1 (cos x)))	(pow (tan (/ x 2)) 2)
(/ (+ 1 (cos x)) (sin x))	(cot (/ x 2))
(* (* 2 (sin (/ x 2))) (cos (/ x 2)))	(sin x)
(- 1 (* 2 (pow (sin (/ x 2)) 2)))	(cos x)
(- (* 2 (pow (cos (/ x 2)) 2)) 1)	(cos x)
(/ (* 2 (tan (/ x 2))) (- 1 (pow (tan (/ x 2)) 2)))	(tan x)
(/ (* 2 (tan (/ x 2))) (+ 1 (pow (tan (/ x 2)) 2)))	(sin x)
(/ (- 1 (pow (tan (/ x 2)) 2)) (+ 1 (pow (tan (/ x 2)) 2)))	(cos x)
(pow (+ (sin (/ x 2)) (cos (/ x 2))) 2)	(+ 1 (sin x))
(pow (- (cos (/ x 2)) (sin (/ x 2))) 2)	(- 1 (sin x))
(/ (pow (sin (* 2 x)) 2) (* 4 (pow (sin x) 2)))	(pow (cos x) 2)
(* (* 4 (sin x)) (* (cos x) (cos (* 2 x))))	(sin (* 4 x))
(+ (- (* 8 (pow (cos x) 4)) (* 8 (pow (cos x) 2))) 1)	(cos (* 4 x))
(/ (- (pow (cot b) 2) 1) (* 2 (cot b)))	(cot (* 2 b))
(/ (cos (* 2 x)) (pow (sin x) 2))	(- (pow (csc x) 2) 2)
(/ (cos (* 2 x)) (pow (cos x) 2))	(- 1 (pow (tan x) 2))
(/ 1 (* (sin x) (cos x)))	(* 2 (csc (* 2 x)))
(/ (- (sin (* 2 x)) (sin x)) (- (+ (cos (* 2 x)) 1) (cos x)))	(tan x)
(- (/ (sin (* 3 x)) (sin x)) 1)	(* 2 (cos (* 2 x)))
(+ (/ (cos (* 3 x)) (cos x)) 1)	(* 2 (cos (* 2 x)))
(/ (+ (sin (* 3 A)) (sin A)) (+ (cos (* 3 A)) (cos A)))	(tan (* 2 A))
(/ (- (sin (* 3 x)) (sin x)) (+ (cos (* 3 x)) (cos x)))	(tan x)
(/ (- (cos x) (cos (* 3 x))) (+ (sin (* 3 x)) (sin x)))	(tan x)
(/ (- (cos x) (cos (* 3 x))) (- (sin (* 3 x)) (sin x)))	(tan (* 2 x))
(+ (* (cos (* 3 x)) (cos x)) (* (sin (* 3 x)) (sin x)))	(cos (* 2 x))
(+ (* (sin (* 2 x)) (cos x)) (* (cos (* 2 x)) (sin x)))	(sin (* 3 x))
(/ (sin (* 2 t)) (pow (cos t) 2))	(* 2 (tan t))
(* (sec x) (sin (* 2 x)))	(* 2 (sin x))
(* (csc x) (sin (* 2 x)))	(* 2 (cos x))
(/ (- 1 (cos (* 2 x))) (* 2 (sin x)))	(sin x)
(/ (+ 1 (cos (* 2 x))) (* 2 (cos x)))	(cos x)
(- (pow (cos (/ x 2)) 2) (pow (sin (/ x 2)) 2))	(cos x)
(- (pow (cos (/ x 2)) 4) (pow (sin (/ x 2)) 4))	(cos x)
(* (tan (/ x 2)) (+ 1 (cos x)))	(sin x)
(/ (- 1 (cos x)) (tan (/ x 2)))	(sin x)
(* (sin x) (cot (/ x 2)))	(+ 1 (cos x))
(* (sin x) (tan (/ x 2)))	(- 1 (cos x))
(+ (tan (/ x 2)) (cot (/ x 2)))	(* 2 (csc x))
(- (cot (/ x 2)) (tan (/ x 2)))	(* 2 (cot x))
(/ (- 1 (pow (tan (/ x 2)) 2)) (* 2 (tan (/ x 2))))	(cot x)
(- (pow (+ (sin x) (cos x)) 2) (sin (* 2 x)))	1
(* (* 8 (pow (sin x) 2)) (pow (cos x) 2))	(- 1 (cos (* 4 x)))
(* (* 4 (pow (sin x) 2)) (pow (cos x) 2))	(pow (sin (* 2 x)) 2)
(/ (- 1 (cos (* 4 x))) 2)	(pow (sin (* 2 x)) 2)
(/ (sin (* 4 x)) (* 4 (cos x)))	(* (sin x) (cos (* 2 x)))
(/ (sin (* 2 t)) (- 1 (cos (* 2 t))))	(cot t)
(/ (+ 1 (cos (* 2 t))) (sin (* 2 t)))	(cot t)
(- 1 (pow (- (cos x) (sin x)) 2))	(sin (* 2 x))
(/ (- (tan (* 2 x)) (tan x)) (+ 1 (* (tan (* 2 x)) (tan x))))	(tan x)
(* (* 4 (cos x)) (* (cos (- (/ pi 3) x)) (cos (+ (/ pi 3) x))))	(cos (* 3 x))
(* (* 4 (sin x)) (* (sin (- (/ pi 3) x)) (sin (+ (/ pi 3) x))))	(sin (* 3 x))
(* (tan x) (* (tan (- (/ pi 3) x)) (tan (+ (/ pi 3) x))))	(tan (* 3 x))
(/ (- (* 3 (sin x)) (sin (* 3 x))) (+ (* 3 (cos x)) (cos (* 3 x))))	(pow (tan x) 3)
(/ (- (* 3 (sin a)) (sin (* 3 a))) 4)	(pow (sin a) 3)
(/ (+ (cos (* 3 a)) (* 3 (cos a))) 4)	(pow (cos a) 3)
(/ (- (* 3 (tan x)) (pow (tan x) 3)) (- 1 (* 3 (pow (tan x) 2))))	(tan (* 3 x))
(/ (cos (* 2 x)) (- (cot x) (tan x)))	(* (sin x) (cos x))
(- (* 2 (pow (cos (* 2 x)) 2)) 1)	(cos (* 4 x))
(/ (- (cot x) (tan x)) (+ (cot x) (tan x)))	(cos (* 2 x))
(/ (- (pow (cot x) 2) 1) (+ (pow (cot x) 2) 1))	(cos (* 2 x))
(* (sin (/ x 2)) (cos (/ x 2)))	(/ (sin x) 2)
